Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[G] Directional Velocity Flexible (Min) [m/s],[H] Directional Velocity Flexible (Max) [m/s],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa],Force (min),Force (max),,Momentum
150,1,1.91E-05,-7.72E-05,7.62E-06,-5.25E-05,-4.64E-05,-7.72E-05,7.62E-06,-0.14791,6.268,5.744,6.268,-0.14791,0.48553,-1.09E+07,7.47E+06,-9.61E+05,1.12E+06,-1.09E+07,7.47E+06,0,1.09E-02,1.53E-07,8.79E-04,0,1.09E-02,0,1.02E+09,29186,3.29E+08,0,1.02E+09,-7.72E-05,7.62E-06,-0.14791,6.268,-1.09E+07,7.47E+06,0,1.09E-02,0,1.02E+09,-4.34E-07,5.06E-07,,-4.12E-10
151,1,1.93E-05,-7.72E-05,7.64E-06,-5.18E-05,-4.56E-05,-7.72E-05,7.64E-06,-0.19535,6.2594,5.7372,6.2594,-0.19535,0.49401,-7.71E+06,5.35E+06,-2.04E+06,9.68E+05,-7.71E+06,5.35E+06,0,1.09E-02,1.22E-07,8.78E-04,0,1.09E-02,0,1.02E+09,37707,3.29E+08,0,1.02E+09,-7.72E-05,7.64E-06,-0.19535,6.2594,-7.71E+06,5.35E+06,0,1.09E-02,0,1.02E+09,-9.21E-07,4.37E-07,,-4.12E-10
152,1,1.94E-05,-7.72E-05,7.65E-06,-5.10E-05,-4.48E-05,-7.72E-05,7.65E-06,-0.4317,6.274,5.7427,6.274,-0.4317,0.25997,-8.70E+06,5.54E+06,-2.01E+06,2.49E+06,-8.70E+06,5.54E+06,0,1.09E-02,2.41E-07,8.78E-04,0,1.09E-02,0,1.02E+09,54717,3.30E+08,0,1.02E+09,-7.72E-05,7.65E-06,-0.4317,6.274,-8.70E+06,5.54E+06,0,1.09E-02,0,1.02E+09,-9.08E-07,1.12E-06,,-4.12E-10
153,1,1.95E-05,-7.72E-05,7.62E-06,-5.03E-05,-4.40E-05,-7.72E-05,7.62E-06,-0.52763,6.2665,5.7386,6.2665,-0.52763,0.14582,-7.03E+06,6.60E+06,-2.66E+06,1.33E+06,-7.03E+06,6.60E+06,0,1.09E-02,1.61E-07,8.78E-04,0,1.09E-02,0,1.02E+09,48308,3.30E+08,0,1.02E+09,-7.72E-05,7.62E-06,-0.52763,6.2665,-7.03E+06,6.60E+06,0,1.09E-02,0,1.02E+09,-1.20E-06,6.01E-07,,-4.12E-10
154,1,1.96E-05,-7.73E-05,7.60E-06,-4.96E-05,-4.32E-05,-7.73E-05,7.60E-06,-0.50582,6.2632,5.7505,6.2632,-0.50582,0.26252,-6.26E+06,7.22E+06,-1.47E+06,1.86E+06,-6.26E+06,7.22E+06,0,1.09E-02,8.95E-08,8.78E-04,0,1.09E-02,0,1.02E+09,31804,3.30E+08,0,1.02E+09,-7.73E-05,7.60E-06,-0.50582,6.2632,-6.26E+06,7.22E+06,0,1.09E-02,0,1.02E+09,-6.64E-07,8.40E-07,,-4.12E-10
155,1,1.98E-05,-7.73E-05,7.60E-06,-4.88E-05,-4.24E-05,-7.73E-05,7.60E-06,-0.31894,6.2685,5.7621,6.2685,-0.31894,0.29777,-5.13E+06,1.02E+07,-1.33E+06,1.43E+06,-5.13E+06,1.02E+07,0,1.09E-02,1.97E-07,8.79E-04,0,1.09E-02,0,1.02E+09,67914,3.30E+08,0,1.02E+09,-7.73E-05,7.60E-06,-0.31894,6.2685,-5.13E+06,1.02E+07,0,1.09E-02,0,1.02E+09,-6.01E-07,6.46E-07,,-4.12E-10
156,1,1.99E-05,-7.73E-05,7.63E-06,-4.81E-05,-4.15E-05,-7.73E-05,7.63E-06,-0.15637,6.2785,5.7654,6.2785,-0.15637,0.39942,-5.03E+06,6.13E+06,-1.13E+06,5.08E+05,-5.03E+06,6.13E+06,0,1.09E-02,2.17E-07,8.79E-04,0,1.09E-02,0,1.02E+09,69193,3.29E+08,0,1.02E+09,-7.73E-05,7.63E-06,-0.15637,6.2785,-5.03E+06,6.13E+06,0,1.09E-02,0,1.02E+09,-5.10E-07,2.29E-07,,-4.12E-10
157,1,2.00E-05,-7.72E-05,7.66E-06,-4.73E-05,-4.07E-05,-7.72E-05,7.66E-06,-0.11987,6.291,5.765,6.291,-0.11987,0.53036,-5.12E+06,8.34E+06,-5.23E+05,1.03E+06,-5.12E+06,8.34E+06,0,1.09E-02,2.11E-07,8.79E-04,0,1.09E-02,0,1.02E+09,67398,3.29E+08,0,1.02E+09,-7.72E-05,7.66E-06,-0.11987,6.291,-5.12E+06,8.34E+06,0,1.09E-02,0,1.02E+09,-2.36E-07,4.65E-07,,-4.12E-10
158,1,2.02E-05,-7.72E-05,7.67E-06,-4.66E-05,-3.99E-05,-7.72E-05,7.67E-06,-0.22865,6.2775,5.7574,6.2775,-0.22865,0.48665,-6.84E+06,5.06E+06,-1.21E+06,1.02E+06,-6.84E+06,5.06E+06,0,1.09E-02,5.92E-08,8.78E-04,0,1.09E-02,0,1.02E+09,16889,3.29E+08,0,1.02E+09,-7.72E-05,7.67E-06,-0.22865,6.2775,-6.84E+06,5.06E+06,0,1.09E-02,0,1.02E+09,-5.46E-07,4.61E-07,,-4.12E-10
159,1,2.03E-05,-7.72E-05,7.67E-06,-4.59E-05,-3.91E-05,-7.72E-05,7.67E-06,-0.38336,6.2636,5.7531,6.2636,-0.38336,0.24586,-8.49E+06,3.34E+06,-4.43E+05,2.23E+06,-8.49E+06,3.34E+06,0,1.09E-02,1.09E-07,8.78E-04,0,1.09E-02,0,1.02E+09,38816,3.29E+08,0,1.02E+09,-7.72E-05,7.67E-06,-0.38336,6.2636,-8.49E+06,3.34E+06,0,1.09E-02,0,1.02E+09,-2.00E-07,1.01E-06,,-4.12E-10
160,1,2.04E-05,-7.72E-05,7.64E-06,-4.51E-05,-3.83E-05,-7.72E-05,7.64E-06,-0.52488,6.2688,5.7355,6.2688,-0.52488,0.14146,-8.84E+06,4.79E+06,-1.75E+06,9.65E+05,-8.84E+06,4.79E+06,0,1.09E-02,1.64E-07,8.79E-04,0,1.09E-02,0,1.02E+09,42511,3.29E+08,0,1.02E+09,-7.72E-05,7.64E-06,-0.52488,6.2688,-8.84E+06,4.79E+06,0,1.09E-02,0,1.02E+09,-7.90E-07,4.36E-07,,-4.12E-10
161,1,2.05E-05,-7.73E-05,7.58E-06,-4.44E-05,-3.75E-05,-7.73E-05,7.58E-06,-0.51118,6.2564,5.7311,6.2564,-0.51118,0.12002,-6.09E+06,6.76E+06,-1.11E+06,1.49E+06,-6.09E+06,6.76E+06,0,1.09E-02,1.33E-07,8.78E-04,0,1.09E-02,0,1.02E+09,28165,3.30E+08,0,1.02E+09,-7.73E-05,7.58E-06,-0.51118,6.2564,-6.09E+06,6.76E+06,0,1.09E-02,0,1.02E+09,-5.01E-07,6.73E-07,,-4.12E-10
162,1,2.07E-05,-7.73E-05,7.55E-06,-4.37E-05,-3.67E-05,-7.73E-05,7.55E-06,-0.42845,6.2714,5.7478,6.2714,-0.42845,0.22258,-4.28E+06,8.12E+06,-1.26E+06,6.67E+05,-4.28E+06,8.12E+06,0,1.09E-02,1.29E-07,8.78E-04,0,1.09E-02,0,1.02E+09,35985,3.30E+08,0,1.02E+09,-7.73E-05,7.55E-06,-0.42845,6.2714,-4.28E+06,8.12E+06,0,1.09E-02,0,1.02E+09,-5.69E-07,3.01E-07,,-4.12E-10
163,1,2.08E-05,-7.73E-05,7.57E-06,-4.29E-05,-3.59E-05,-7.73E-05,7.57E-06,-0.23007,6.2675,5.7525,6.2675,-0.23007,0.45139,-3.72E+06,7.05E+06,-9.37E+05,5.76E+05,-3.72E+06,7.05E+06,0,1.09E-02,1.45E-07,8.78E-04,0,1.09E-02,0,1.02E+09,40111,3.30E+08,0,1.02E+09,-7.73E-05,7.57E-06,-0.23007,6.2675,-3.72E+06,7.05E+06,0,1.09E-02,0,1.02E+09,-4.23E-07,2.60E-07,,-4.13E-10
164,1,2.09E-05,-7.72E-05,7.62E-06,-4.22E-05,-3.51E-05,-7.72E-05,7.62E-06,-0.14683,6.2746,5.754,6.2746,-0.14683,0.54099,-6.39E+06,5.85E+06,-3.95E+05,1.04E+06,-6.39E+06,5.85E+06,0,1.09E-02,1.14E-07,8.79E-04,0,1.09E-02,0,1.02E+09,25482,3.29E+08,0,1.02E+09,-7.72E-05,7.62E-06,-0.14683,6.2746,-6.39E+06,5.85E+06,0,1.09E-02,0,1.02E+09,-1.78E-07,4.70E-07,,-4.13E-10
165,1,2.11E-05,-7.72E-05,7.68E-06,-4.14E-05,-3.43E-05,-7.72E-05,7.68E-06,-0.14348,6.2777,5.7611,6.2777,-0.14348,0.44911,-5.77E+06,5.61E+06,-1.48E+06,5.17E+05,-5.77E+06,5.61E+06,0,1.09E-02,1.55E-07,8.78E-04,0,1.09E-02,0,1.02E+09,39145,3.29E+08,0,1.02E+09,-7.72E-05,7.68E-06,-0.14348,6.2777,-5.77E+06,5.61E+06,0,1.09E-02,0,1.02E+09,-6.68E-07,2.33E-07,,-4.13E-10
166,1,2.12E-05,-7.72E-05,7.70E-06,-4.07E-05,-3.35E-05,-7.72E-05,7.70E-06,-0.19935,6.2686,5.7662,6.2686,-0.19935,0.28714,-7.54E+06,2.92E+06,-4.13E+05,1.70E+06,-7.54E+06,2.92E+06,0,1.09E-02,1.03E-07,8.79E-04,0,1.09E-02,0,1.02E+09,37879,3.30E+08,0,1.02E+09,-7.72E-05,7.70E-06,-0.19935,6.2686,-7.54E+06,2.92E+06,0,1.09E-02,0,1.02E+09,-1.86E-07,7.68E-07,,-4.13E-10
167,1,2.13E-05,-7.72E-05,7.68E-06,-4.00E-05,-3.27E-05,-7.72E-05,7.68E-06,-0.50273,6.2826,5.7663,6.2826,-0.50273,0.11533,-7.17E+06,4.98E+06,-1.33E+06,6.95E+05,-7.17E+06,4.98E+06,0,1.09E-02,1.31E-07,8.79E-04,0,1.09E-02,0,1.02E+09,35971,3.29E+08,0,1.02E+09,-7.72E-05,7.68E-06,-0.50273,6.2826,-7.17E+06,4.98E+06,0,1.09E-02,0,1.02E+09,-6.01E-07,3.14E-07,,-4.13E-10
168,1,2.14E-05,-7.72E-05,7.63E-06,-3.92E-05,-3.19E-05,-7.72E-05,7.63E-06,-0.6644,6.2656,5.7517,6.2656,-0.6644,0.11612,-5.70E+06,4.74E+06,-5.81E+05,1.06E+06,-5.70E+06,4.74E+06,0,1.09E-02,8.60E-08,8.78E-04,0,1.09E-02,0,1.02E+09,21086,3.29E+08,0,1.02E+09,-7.72E-05,7.63E-06,-0.6644,6.2656,-5.70E+06,4.74E+06,0,1.09E-02,0,1.02E+09,-2.62E-07,4.79E-07,,-4.13E-10
169,1,2.16E-05,-7.73E-05,7.59E-06,-3.85E-05,-3.11E-05,-7.73E-05,7.59E-06,-0.59978,6.2629,5.7341,6.2629,-0.59978,0.11816,-4.76E+06,5.88E+06,-5.85E+05,5.04E+05,-4.76E+06,5.88E+06,0,1.09E-02,1.41E-07,8.79E-04,0,1.09E-02,0,1.02E+09,35715,3.29E+08,0,1.02E+09,-7.73E-05,7.59E-06,-0.59978,6.2629,-4.76E+06,5.88E+06,0,1.09E-02,0,1.02E+09,-2.64E-07,2.28E-07,,-4.13E-10
170,1,2.17E-05,-7.73E-05,7.55E-06,-3.77E-05,-3.03E-05,-7.73E-05,7.55E-06,-0.3057,6.2673,5.7301,6.2673,-0.3057,0.26267,-2.86E+06,8.30E+06,-7.11E+05,3.72E+05,-2.86E+06,8.30E+06,0,1.09E-02,1.43E-07,8.78E-04,0,1.09E-02,0,1.02E+09,55078,3.29E+08,0,1.02E+09,-7.73E-05,7.55E-06,-0.3057,6.2673,-2.86E+06,8.30E+06,0,1.09E-02,0,1.02E+09,-3.21E-07,1.68E-07,,-4.13E-10
171,1,2.18E-05,-7.73E-05,7.57E-06,-3.70E-05,-2.95E-05,-7.73E-05,7.57E-06,-0.143,6.2597,5.7371,6.2597,-0.143,0.49675,-4.24E+06,1.03E+07,-4.55E+05,5.29E+05,-4.24E+06,1.03E+07,0,1.09E-02,6.53E-08,8.79E-04,0,1.09E-02,0,1.02E+09,16667,3.30E+08,0,1.02E+09,-7.73E-05,7.57E-06,-0.143,6.2597,-4.24E+06,1.03E+07,0,1.09E-02,0,1.02E+09,-2.05E-07,2.39E-07,,-4.13E-10
172,1,2.20E-05,-7.72E-05,7.63E-06,-3.63E-05,-2.87E-05,-7.72E-05,7.63E-06,-0.10662,6.2651,5.7532,6.2651,-0.10662,0.62458,-4.25E+06,6.49E+06,-7.49E+05,3.57E+05,-4.25E+06,6.49E+06,0,1.09E-02,1.44E-07,8.79E-04,0,1.09E-02,0,1.02E+09,39554,3.30E+08,0,1.02E+09,-7.72E-05,7.63E-06,-0.10662,6.2651,-4.25E+06,6.49E+06,0,1.09E-02,0,1.02E+09,-3.38E-07,1.61E-07,,-4.13E-10
173,1,2.21E-05,-7.72E-05,7.68E-06,-3.55E-05,-2.79E-05,-7.72E-05,7.68E-06,-0.16595,6.2757,5.7705,6.2757,-0.16595,0.52912,-6.91E+06,3.67E+06,-3.98E+05,1.02E+06,-6.91E+06,3.67E+06,0,1.09E-02,1.62E-07,8.79E-04,0,1.09E-02,0,1.02E+09,36957,3.30E+08,0,1.02E+09,-7.72E-05,7.68E-06,-0.16595,6.2757,-6.91E+06,3.67E+06,0,1.09E-02,0,1.02E+09,-1.80E-07,4.61E-07,,-4.13E-10
174,1,2.22E-05,-7.72E-05,7.70E-06,-3.48E-05,-2.71E-05,-7.72E-05,7.70E-06,-0.17817,6.2896,5.7705,6.2896,-0.17817,0.2701,-7.44E+06,2.87E+06,-1.07E+06,3.83E+05,-7.44E+06,2.87E+06,0,1.09E-02,1.55E-07,8.78E-04,0,1.09E-02,0,1.02E+09,31255,3.30E+08,0,1.02E+09,-7.72E-05,7.70E-06,-0.17817,6.2896,-7.44E+06,2.87E+06,0,1.09E-02,0,1.02E+09,-4.83E-07,1.73E-07,,-4.13E-10
175,1,2.23E-05,-7.72E-05,7.67E-06,-3.40E-05,-2.63E-05,-7.72E-05,7.67E-06,-0.54797,6.2865,5.7784,6.2865,-0.54797,0.13241,-6.05E+06,2.97E+06,-3.80E+05,8.93E+05,-6.05E+06,2.97E+06,0,1.09E-02,1.63E-07,8.78E-04,0,1.09E-02,0,1.02E+09,56364,3.29E+08,0,1.02E+09,-7.72E-05,7.67E-06,-0.54797,6.2865,-6.05E+06,2.97E+06,0,1.09E-02,0,1.02E+09,-1.72E-07,4.03E-07,,-4.13E-10
176,1,2.25E-05,-7.72E-05,7.62E-06,-3.33E-05,-2.55E-05,-7.72E-05,7.62E-06,-0.58158,6.2785,5.7612,6.2785,-0.58158,0.13524,-4.54E+06,4.28E+06,-4.96E+05,4.05E+05,-4.54E+06,4.28E+06,0,1.09E-02,1.62E-07,8.79E-04,0,1.09E-02,0,1.02E+09,63013,3.29E+08,0,1.02E+09,-7.72E-05,7.62E-06,-0.58158,6.2785,-4.54E+06,4.28E+06,0,1.09E-02,0,1.02E+09,-2.24E-07,1.83E-07,,-4.13E-10
177,1,2.26E-05,-7.73E-05,7.57E-06,-3.26E-05,-2.46E-05,-7.73E-05,7.57E-06,-0.46965,6.2672,5.7385,6.2672,-0.46965,0.12511,-2.31E+06,6.21E+06,-4.25E+05,5.37E+05,-2.31E+06,6.21E+06,0,1.09E-02,9.87E-08,8.79E-04,0,1.09E-02,0,1.02E+09,28937,3.29E+08,0,1.02E+09,-7.73E-05,7.57E-06,-0.46965,6.2672,-2.31E+06,6.21E+06,0,1.09E-02,0,1.02E+09,-1.92E-07,2.42E-07,,-4.13E-10
178,1,2.27E-05,-7.73E-05,7.55E-06,-3.18E-05,-2.38E-05,-7.73E-05,7.55E-06,-0.27949,6.2556,5.7335,6.2556,-0.27949,0.25493,-2.68E+06,6.00E+06,-4.39E+05,3.22E+05,-2.68E+06,6.00E+06,0,1.09E-02,1.34E-07,8.79E-04,0,1.09E-02,0,1.02E+09,40535,3.29E+08,0,1.02E+09,-7.73E-05,7.55E-06,-0.27949,6.2556,-2.68E+06,6.00E+06,0,1.09E-02,0,1.02E+09,-1.98E-07,1.45E-07,,-4.13E-10
179,1,2.29E-05,-7.73E-05,7.58E-06,-3.11E-05,-2.30E-05,-7.73E-05,7.58E-06,-0.11904,6.2598,5.7317,6.2598,-0.11904,0.48186,-4.72E+06,5.78E+06,-6.64E+05,5.07E+05,-4.72E+06,5.78E+06,0,1.09E-02,1.40E-07,8.78E-04,0,1.09E-02,0,1.02E+09,30333,3.29E+08,0,1.02E+09,-7.73E-05,7.58E-06,-0.11904,6.2598,-4.72E+06,5.78E+06,0,1.09E-02,0,1.02E+09,-3.00E-07,2.29E-07,,-4.13E-10
180,1,2.30E-05,-7.72E-05,7.65E-06,-3.04E-05,-2.22E-05,-7.72E-05,7.65E-06,-9.85E-02,6.2615,5.7453,6.2615,-9.85E-02,0.68301,-4.43E+06,4.49E+06,-2.65E+05,6.36E+05,-4.43E+06,4.49E+06,0,1.09E-02,1.49E-07,8.78E-04,0,1.09E-02,0,1.02E+09,49445,3.30E+08,0,1.02E+09,-7.72E-05,7.65E-06,-9.85E-02,6.2615,-4.43E+06,4.49E+06,0,1.09E-02,0,1.02E+09,-1.20E-07,2.87E-07,,-4.13E-10
181,1,2.31E-05,-7.72E-05,7.70E-06,-2.96E-05,-2.14E-05,-7.72E-05,7.70E-06,-0.12422,6.2605,5.7443,6.2605,-0.12422,0.43866,-6.25E+06,2.61E+06,-4.46E+05,4.48E+05,-6.25E+06,2.61E+06,0,1.09E-02,1.83E-07,8.78E-04,0,1.09E-02,0,1.02E+09,53674,3.30E+08,0,1.02E+09,-7.72E-05,7.70E-06,-0.12422,6.2605,-6.25E+06,2.61E+06,0,1.09E-02,0,1.02E+09,-2.01E-07,2.02E-07,,-4.13E-10
182,1,2.32E-05,-7.72E-05,7.71E-06,-2.89E-05,-2.06E-05,-7.72E-05,7.71E-06,-0.28139,6.2805,5.7724,6.2805,-0.28139,0.23682,-6.12E+06,2.16E+06,-3.77E+05,5.37E+05,-6.12E+06,2.16E+06,0,1.09E-02,1.51E-07,8.78E-04,0,1.09E-02,0,1.02E+09,31559,3.30E+08,0,1.02E+09,-7.72E-05,7.71E-06,-0.28139,6.2805,-6.12E+06,2.16E+06,0,1.09E-02,0,1.02E+09,-1.70E-07,2.42E-07,,-4.13E-10
183,1,2.34E-05,-7.72E-05,7.68E-06,-2.81E-05,-1.98E-05,-7.72E-05,7.68E-06,-0.52712,6.2877,5.787,6.2877,-0.52712,9.67E-02,-4.56E+06,3.47E+06,-3.31E+05,3.24E+05,-4.56E+06,3.47E+06,0,1.09E-02,1.45E-07,8.79E-04,0,1.09E-02,0,1.02E+09,56363,3.30E+08,0,1.02E+09,-7.72E-05,7.68E-06,-0.52712,6.2877,-4.56E+06,3.47E+06,0,1.09E-02,0,1.02E+09,-1.49E-07,1.46E-07,,-4.13E-10
184,1,2.35E-05,-7.72E-05,7.62E-06,-2.74E-05,-1.90E-05,-7.72E-05,7.62E-06,-0.53726,6.2927,5.7769,6.2927,-0.53726,0.10515,-4.59E+06,3.79E+06,-3.83E+05,3.24E+05,-4.59E+06,3.79E+06,0,1.09E-02,1.86E-07,8.79E-04,0,1.09E-02,0,1.02E+09,62795,3.29E+08,0,1.02E+09,-7.72E-05,7.62E-06,-0.53726,6.2927,-4.59E+06,3.79E+06,0,1.09E-02,0,1.02E+09,-1.73E-07,1.46E-07,,-4.13E-10
185,1,2.36E-05,-7.73E-05,7.57E-06,-2.67E-05,-1.82E-05,-7.73E-05,7.57E-06,-0.41356,6.2656,5.7546,6.2656,-0.41356,0.13753,-4.48E+06,7.32E+06,-3.46E+05,4.29E+05,-4.48E+06,7.32E+06,0,1.09E-02,2.58E-07,8.79E-04,0,1.09E-02,0,1.02E+09,1.09E+05,3.29E+08,0,1.02E+09,-7.73E-05,7.57E-06,-0.41356,6.2656,-4.48E+06,7.32E+06,0,1.09E-02,0,1.02E+09,-1.56E-07,1.94E-07,,-4.13E-10
186,1,2.37E-05,-7.73E-05,7.55E-06,-2.59E-05,-1.74E-05,-7.73E-05,7.55E-06,-0.25053,6.2557,5.7335,6.2557,-0.25053,0.18161,-2.13E+06,6.22E+06,-3.90E+05,2.77E+05,-2.13E+06,6.22E+06,0,1.09E-02,1.66E-07,8.78E-04,0,1.09E-02,0,1.02E+09,66175,3.29E+08,0,1.02E+09,-7.73E-05,7.55E-06,-0.25053,6.2557,-2.13E+06,6.22E+06,0,1.09E-02,0,1.02E+09,-1.76E-07,1.25E-07,,-4.13E-10
187,1,2.39E-05,-7.73E-05,7.56E-06,-2.52E-05,-1.66E-05,-7.73E-05,7.56E-06,-0.11626,6.261,5.7228,6.261,-0.11626,0.50928,-3.87E+06,6.54E+06,-2.95E+05,3.09E+05,-3.87E+06,6.54E+06,0,1.09E-02,2.08E-07,8.78E-04,0,1.09E-02,0,1.02E+09,50719,3.29E+08,0,1.02E+09,-7.73E-05,7.56E-06,-0.11626,6.261,-3.87E+06,6.54E+06,0,1.09E-02,0,1.02E+09,-1.33E-07,1.40E-07,,-4.13E-10
188,1,2.40E-05,-7.72E-05,7.62E-06,-2.44E-05,-1.58E-05,-7.72E-05,7.62E-06,-0.14752,6.253,5.7297,6.253,-0.14752,0.6951,-3.17E+06,4.92E+06,-4.50E+05,3.64E+05,-3.17E+06,4.92E+06,0,1.09E-02,1.31E-07,8.79E-04,0,1.09E-02,0,1.02E+09,43411,3.30E+08,0,1.02E+09,-7.72E-05,7.62E-06,-0.14752,6.253,-3.17E+06,4.92E+06,0,1.09E-02,0,1.02E+09,-2.03E-07,1.64E-07,,-4.13E-10
189,1,2.41E-05,-7.72E-05,7.68E-06,-2.37E-05,-1.50E-05,-7.72E-05,7.68E-06,-0.13135,6.2664,5.7463,6.2664,-0.13135,0.47476,-4.80E+06,2.88E+06,-3.19E+05,3.59E+05,-4.80E+06,2.88E+06,0,1.09E-02,1.41E-07,8.79E-04,0,1.09E-02,0,1.02E+09,28056,3.30E+08,0,1.02E+09,-7.72E-05,7.68E-06,-0.13135,6.2664,-4.80E+06,2.88E+06,0,1.09E-02,0,1.02E+09,-1.44E-07,1.62E-07,,-4.13E-10
190,1,2.43E-05,-7.72E-05,7.71E-06,-2.30E-05,-1.42E-05,-7.72E-05,7.71E-06,-0.13315,6.2784,5.7705,6.2784,-0.13315,0.18428,-6.76E+06,2.51E+06,-2.77E+05,4.59E+05,-6.76E+06,2.51E+06,0,1.09E-02,1.57E-07,8.78E-04,0,1.09E-02,0,1.02E+09,51845,3.30E+08,0,1.02E+09,-7.72E-05,7.71E-06,-0.13315,6.2784,-6.76E+06,2.51E+06,0,1.09E-02,0,1.02E+09,-1.25E-07,2.07E-07,,-4.13E-10
191,1,2.44E-05,-7.72E-05,7.69E-06,-2.22E-05,-1.34E-05,-7.72E-05,7.69E-06,-0.36637,6.2786,5.7817,6.2786,-0.36637,0.1127,-4.37E+06,2.65E+06,-4.04E+05,3.31E+05,-4.37E+06,2.65E+06,0,1.09E-02,6.51E-08,8.78E-04,0,1.09E-02,0,1.02E+09,23073,3.30E+08,0,1.02E+09,-7.72E-05,7.69E-06,-0.36637,6.2786,-4.37E+06,2.65E+06,0,1.09E-02,0,1.02E+09,-1.82E-07,1.49E-07,,-4.13E-10
192,1,2.45E-05,-7.72E-05,7.65E-06,-2.15E-05,-1.26E-05,-7.72E-05,7.65E-06,-0.58343,6.2942,5.7739,6.2942,-0.58343,0.10305,-3.99E+06,3.01E+06,-3.39E+05,2.72E+05,-3.99E+06,3.01E+06,0,1.09E-02,1.41E-07,8.79E-04,0,1.09E-02,0,1.02E+09,54430,3.29E+08,0,1.02E+09,-7.72E-05,7.65E-06,-0.58343,6.2942,-3.99E+06,3.01E+06,0,1.09E-02,0,1.02E+09,-1.53E-07,1.23E-07,,-4.13E-10
193,1,2.46E-05,-7.73E-05,7.60E-06,-2.07E-05,-1.18E-05,-7.73E-05,7.60E-06,-0.60945,6.2792,5.7575,6.2792,-0.60945,0.12042,-2.60E+06,5.18E+06,-4.15E+05,2.57E+05,-2.60E+06,5.18E+06,0,1.09E-02,1.52E-07,8.79E-04,0,1.09E-02,0,1.02E+09,39370,3.29E+08,0,1.02E+09,-7.73E-05,7.60E-06,-0.60945,6.2792,-2.60E+06,5.18E+06,0,1.09E-02,0,1.02E+09,-1.87E-07,1.16E-07,,-4.13E-10
194,1,2.48E-05,-7.73E-05,7.56E-06,-2.00E-05,-1.10E-05,-7.73E-05,7.56E-06,-0.39069,6.2685,5.7425,6.2685,-0.39069,0.15405,-2.56E+06,6.62E+06,-3.18E+05,4.78E+05,-2.56E+06,6.62E+06,0,1.09E-02,1.10E-07,8.79E-04,0,1.09E-02,0,1.02E+09,32639,3.29E+08,0,1.02E+09,-7.73E-05,7.56E-06,-0.39069,6.2685,-2.56E+06,6.62E+06,0,1.09E-02,0,1.02E+09,-1.44E-07,2.16E-07,,-4.14E-10
195,1,2.49E-05,-7.73E-05,7.56E-06,-1.93E-05,-1.02E-05,-7.73E-05,7.56E-06,-0.10629,6.2593,5.7278,6.2593,-0.10629,0.3301,-1.82E+06,6.64E+06,-3.24E+05,3.28E+05,-1.82E+06,6.64E+06,0,1.09E-02,1.59E-07,8.78E-04,0,1.09E-02,0,1.02E+09,48471,3.29E+08,0,1.02E+09,-7.73E-05,7.56E-06,-0.10629,6.2593,-1.82E+06,6.64E+06,0,1.09E-02,0,1.02E+09,-1.46E-07,1.48E-07,,-4.14E-10
